fecha,tipo_analisis,producto,ingresos,costos_fijos,costos_variables_totales,costos_totales,utilidad,margen,punto_equilibrio
2026-03-30 13:04:15,Producto individual,N/A,0.0,0.0,0.0,0.0,0.0,0,0
